station,time,duration_sec,event_id,depot_time_local,offset_min,direction,name
S909E,2026-06-16T14:54:00,120,coastal_classic_out_2026-06-16,06:45,9,south,"Coastal Classic, Anchorage -> Seward"
K222,2026-06-16T15:15:00,120,coastal_classic_out_2026-06-16,06:45,30,south,"Coastal Classic, Anchorage -> Seward"
K223,2026-06-16T16:18:00,120,denali_star_out_2026-06-16,08:15,3,north,"Denali Star, Anchorage -> Fairbanks"
K217,2026-06-16T16:50:00,120,denali_star_out_2026-06-16,08:15,35,north,"Denali Star, Anchorage -> Fairbanks"
MS01,2026-06-16T17:30:00,120,denali_star_out_2026-06-16,08:15,75,north,"Denali Star, Anchorage -> Fairbanks"
K205,2026-06-16T17:53:00,120,glacier_discovery_out_2026-06-16,09:45,8,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
R1796,2026-06-16T17:53:00,120,glacier_discovery_out_2026-06-16,09:45,8,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
K208,2026-06-16T17:54:00,120,glacier_discovery_out_2026-06-16,09:45,9,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
R6C15,2026-06-16T17:54:00,120,glacier_discovery_out_2026-06-16,09:45,9,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
R8F48,2026-06-16T17:54:00,120,glacier_discovery_out_2026-06-16,09:45,9,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
S909E,2026-06-16T17:54:00,120,glacier_discovery_out_2026-06-16,09:45,9,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
K222,2026-06-16T18:15:00,120,glacier_discovery_out_2026-06-16,09:45,30,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
MS01,2026-06-17T02:15:00,120,denali_star_back_2026-06-16,20:00,-105,north_arrival,"Denali Star, Fairbanks -> Anchorage"
K217,2026-06-17T03:20:00,120,denali_star_back_2026-06-16,20:00,-40,north_arrival,"Denali Star, Fairbanks -> Anchorage"
K223,2026-06-17T03:57:00,120,denali_star_back_2026-06-16,20:00,-3,north_arrival,"Denali Star, Fairbanks -> Anchorage"
K222,2026-06-17T04:45:00,120,glacier_discovery_back_2026-06-16,21:15,-30,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
K208,2026-06-17T05:06:00,120,glacier_discovery_back_2026-06-16,21:15,-9,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
R6C15,2026-06-17T05:06:00,120,glacier_discovery_back_2026-06-16,21:15,-9,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
R8F48,2026-06-17T05:06:00,120,glacier_discovery_back_2026-06-16,21:15,-9,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
S909E,2026-06-17T05:06:00,120,glacier_discovery_back_2026-06-16,21:15,-9,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
K205,2026-06-17T05:07:00,120,glacier_discovery_back_2026-06-16,21:15,-8,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
R1796,2026-06-17T05:07:00,120,glacier_discovery_back_2026-06-16,21:15,-8,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
K222,2026-06-17T05:45:00,120,coastal_classic_back_2026-06-16,22:15,-30,south_arrival,"Coastal Classic, Seward -> Anchorage"
K208,2026-06-17T06:06:00,120,coastal_classic_back_2026-06-16,22:15,-9,south_arrival,"Coastal Classic, Seward -> Anchorage"
R6C15,2026-06-17T06:06:00,120,coastal_classic_back_2026-06-16,22:15,-9,south_arrival,"Coastal Classic, Seward -> Anchorage"
R8F48,2026-06-17T06:06:00,120,coastal_classic_back_2026-06-16,22:15,-9,south_arrival,"Coastal Classic, Seward -> Anchorage"
S909E,2026-06-17T06:06:00,120,coastal_classic_back_2026-06-16,22:15,-9,south_arrival,"Coastal Classic, Seward -> Anchorage"
K205,2026-06-17T06:07:00,120,coastal_classic_back_2026-06-16,22:15,-8,south_arrival,"Coastal Classic, Seward -> Anchorage"
R1796,2026-06-17T06:07:00,120,coastal_classic_back_2026-06-16,22:15,-8,south_arrival,"Coastal Classic, Seward -> Anchorage"
K205,2026-06-17T14:53:00,120,coastal_classic_out_2026-06-17,06:45,8,south,"Coastal Classic, Anchorage -> Seward"
R1796,2026-06-17T14:53:00,120,coastal_classic_out_2026-06-17,06:45,8,south,"Coastal Classic, Anchorage -> Seward"
K208,2026-06-17T14:54:00,120,coastal_classic_out_2026-06-17,06:45,9,south,"Coastal Classic, Anchorage -> Seward"
R6C15,2026-06-17T14:54:00,120,coastal_classic_out_2026-06-17,06:45,9,south,"Coastal Classic, Anchorage -> Seward"
R8F48,2026-06-17T14:54:00,120,coastal_classic_out_2026-06-17,06:45,9,south,"Coastal Classic, Anchorage -> Seward"
S909E,2026-06-17T14:54:00,120,coastal_classic_out_2026-06-17,06:45,9,south,"Coastal Classic, Anchorage -> Seward"
K222,2026-06-17T15:15:00,120,coastal_classic_out_2026-06-17,06:45,30,south,"Coastal Classic, Anchorage -> Seward"
K223,2026-06-17T16:18:00,120,denali_star_out_2026-06-17,08:15,3,north,"Denali Star, Anchorage -> Fairbanks"
K217,2026-06-17T16:50:00,120,denali_star_out_2026-06-17,08:15,35,north,"Denali Star, Anchorage -> Fairbanks"
MS01,2026-06-17T17:30:00,120,denali_star_out_2026-06-17,08:15,75,north,"Denali Star, Anchorage -> Fairbanks"
K205,2026-06-17T17:53:00,120,glacier_discovery_out_2026-06-17,09:45,8,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
R1796,2026-06-17T17:53:00,120,glacier_discovery_out_2026-06-17,09:45,8,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
K208,2026-06-17T17:54:00,120,glacier_discovery_out_2026-06-17,09:45,9,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
R6C15,2026-06-17T17:54:00,120,glacier_discovery_out_2026-06-17,09:45,9,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
R8F48,2026-06-17T17:54:00,120,glacier_discovery_out_2026-06-17,09:45,9,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
S909E,2026-06-17T17:54:00,120,glacier_discovery_out_2026-06-17,09:45,9,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
K222,2026-06-17T18:15:00,120,glacier_discovery_out_2026-06-17,09:45,30,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
MS01,2026-06-18T02:15:00,120,denali_star_back_2026-06-17,20:00,-105,north_arrival,"Denali Star, Fairbanks -> Anchorage"
K217,2026-06-18T03:20:00,120,denali_star_back_2026-06-17,20:00,-40,north_arrival,"Denali Star, Fairbanks -> Anchorage"
K223,2026-06-18T03:57:00,120,denali_star_back_2026-06-17,20:00,-3,north_arrival,"Denali Star, Fairbanks -> Anchorage"
K222,2026-06-18T04:45:00,120,glacier_discovery_back_2026-06-17,21:15,-30,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
K208,2026-06-18T05:06:00,120,glacier_discovery_back_2026-06-17,21:15,-9,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
R6C15,2026-06-18T05:06:00,120,glacier_discovery_back_2026-06-17,21:15,-9,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
R8F48,2026-06-18T05:06:00,120,glacier_discovery_back_2026-06-17,21:15,-9,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
S909E,2026-06-18T05:06:00,120,glacier_discovery_back_2026-06-17,21:15,-9,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
K205,2026-06-18T05:07:00,120,glacier_discovery_back_2026-06-17,21:15,-8,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
R1796,2026-06-18T05:07:00,120,glacier_discovery_back_2026-06-17,21:15,-8,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
K222,2026-06-18T05:45:00,120,coastal_classic_back_2026-06-17,22:15,-30,south_arrival,"Coastal Classic, Seward -> Anchorage"
K208,2026-06-18T06:06:00,120,coastal_classic_back_2026-06-17,22:15,-9,south_arrival,"Coastal Classic, Seward -> Anchorage"
R6C15,2026-06-18T06:06:00,120,coastal_classic_back_2026-06-17,22:15,-9,south_arrival,"Coastal Classic, Seward -> Anchorage"
R8F48,2026-06-18T06:06:00,120,coastal_classic_back_2026-06-17,22:15,-9,south_arrival,"Coastal Classic, Seward -> Anchorage"
S909E,2026-06-18T06:06:00,120,coastal_classic_back_2026-06-17,22:15,-9,south_arrival,"Coastal Classic, Seward -> Anchorage"
K205,2026-06-18T06:07:00,120,coastal_classic_back_2026-06-17,22:15,-8,south_arrival,"Coastal Classic, Seward -> Anchorage"
R1796,2026-06-18T06:07:00,120,coastal_classic_back_2026-06-17,22:15,-8,south_arrival,"Coastal Classic, Seward -> Anchorage"
K205,2026-06-18T14:53:00,120,coastal_classic_out_2026-06-18,06:45,8,south,"Coastal Classic, Anchorage -> Seward"
R1796,2026-06-18T14:53:00,120,coastal_classic_out_2026-06-18,06:45,8,south,"Coastal Classic, Anchorage -> Seward"
K208,2026-06-18T14:54:00,120,coastal_classic_out_2026-06-18,06:45,9,south,"Coastal Classic, Anchorage -> Seward"
R6C15,2026-06-18T14:54:00,120,coastal_classic_out_2026-06-18,06:45,9,south,"Coastal Classic, Anchorage -> Seward"
R8F48,2026-06-18T14:54:00,120,coastal_classic_out_2026-06-18,06:45,9,south,"Coastal Classic, Anchorage -> Seward"
S909E,2026-06-18T14:54:00,120,coastal_classic_out_2026-06-18,06:45,9,south,"Coastal Classic, Anchorage -> Seward"
K222,2026-06-18T15:15:00,120,coastal_classic_out_2026-06-18,06:45,30,south,"Coastal Classic, Anchorage -> Seward"
K223,2026-06-18T16:18:00,120,denali_star_out_2026-06-18,08:15,3,north,"Denali Star, Anchorage -> Fairbanks"
K217,2026-06-18T16:50:00,120,denali_star_out_2026-06-18,08:15,35,north,"Denali Star, Anchorage -> Fairbanks"
MS01,2026-06-18T17:30:00,120,denali_star_out_2026-06-18,08:15,75,north,"Denali Star, Anchorage -> Fairbanks"
K205,2026-06-18T17:53:00,120,glacier_discovery_out_2026-06-18,09:45,8,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
R1796,2026-06-18T17:53:00,120,glacier_discovery_out_2026-06-18,09:45,8,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
K208,2026-06-18T17:54:00,120,glacier_discovery_out_2026-06-18,09:45,9,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
R6C15,2026-06-18T17:54:00,120,glacier_discovery_out_2026-06-18,09:45,9,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
R8F48,2026-06-18T17:54:00,120,glacier_discovery_out_2026-06-18,09:45,9,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
S909E,2026-06-18T17:54:00,120,glacier_discovery_out_2026-06-18,09:45,9,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
K222,2026-06-18T18:15:00,120,glacier_discovery_out_2026-06-18,09:45,30,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
MS01,2026-06-19T02:15:00,120,denali_star_back_2026-06-18,20:00,-105,north_arrival,"Denali Star, Fairbanks -> Anchorage"
K217,2026-06-19T03:20:00,120,denali_star_back_2026-06-18,20:00,-40,north_arrival,"Denali Star, Fairbanks -> Anchorage"
K223,2026-06-19T03:57:00,120,denali_star_back_2026-06-18,20:00,-3,north_arrival,"Denali Star, Fairbanks -> Anchorage"
K222,2026-06-19T04:45:00,120,glacier_discovery_back_2026-06-18,21:15,-30,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
K208,2026-06-19T05:06:00,120,glacier_discovery_back_2026-06-18,21:15,-9,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
R6C15,2026-06-19T05:06:00,120,glacier_discovery_back_2026-06-18,21:15,-9,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
R8F48,2026-06-19T05:06:00,120,glacier_discovery_back_2026-06-18,21:15,-9,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
S909E,2026-06-19T05:06:00,120,glacier_discovery_back_2026-06-18,21:15,-9,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
K205,2026-06-19T05:07:00,120,glacier_discovery_back_2026-06-18,21:15,-8,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
R1796,2026-06-19T05:07:00,120,glacier_discovery_back_2026-06-18,21:15,-8,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
K222,2026-06-19T05:45:00,120,coastal_classic_back_2026-06-18,22:15,-30,south_arrival,"Coastal Classic, Seward -> Anchorage"
K208,2026-06-19T06:06:00,120,coastal_classic_back_2026-06-18,22:15,-9,south_arrival,"Coastal Classic, Seward -> Anchorage"
R6C15,2026-06-19T06:06:00,120,coastal_classic_back_2026-06-18,22:15,-9,south_arrival,"Coastal Classic, Seward -> Anchorage"
R8F48,2026-06-19T06:06:00,120,coastal_classic_back_2026-06-18,22:15,-9,south_arrival,"Coastal Classic, Seward -> Anchorage"
S909E,2026-06-19T06:06:00,120,coastal_classic_back_2026-06-18,22:15,-9,south_arrival,"Coastal Classic, Seward -> Anchorage"
K205,2026-06-19T06:07:00,120,coastal_classic_back_2026-06-18,22:15,-8,south_arrival,"Coastal Classic, Seward -> Anchorage"
R1796,2026-06-19T06:07:00,120,coastal_classic_back_2026-06-18,22:15,-8,south_arrival,"Coastal Classic, Seward -> Anchorage"
K205,2026-06-19T14:53:00,120,coastal_classic_out_2026-06-19,06:45,8,south,"Coastal Classic, Anchorage -> Seward"
R1796,2026-06-19T14:53:00,120,coastal_classic_out_2026-06-19,06:45,8,south,"Coastal Classic, Anchorage -> Seward"
K208,2026-06-19T14:54:00,120,coastal_classic_out_2026-06-19,06:45,9,south,"Coastal Classic, Anchorage -> Seward"
R6C15,2026-06-19T14:54:00,120,coastal_classic_out_2026-06-19,06:45,9,south,"Coastal Classic, Anchorage -> Seward"
R8F48,2026-06-19T14:54:00,120,coastal_classic_out_2026-06-19,06:45,9,south,"Coastal Classic, Anchorage -> Seward"
S909E,2026-06-19T14:54:00,120,coastal_classic_out_2026-06-19,06:45,9,south,"Coastal Classic, Anchorage -> Seward"
K222,2026-06-19T15:15:00,120,coastal_classic_out_2026-06-19,06:45,30,south,"Coastal Classic, Anchorage -> Seward"
K223,2026-06-19T16:18:00,120,denali_star_out_2026-06-19,08:15,3,north,"Denali Star, Anchorage -> Fairbanks"
K217,2026-06-19T16:50:00,120,denali_star_out_2026-06-19,08:15,35,north,"Denali Star, Anchorage -> Fairbanks"
MS01,2026-06-19T17:30:00,120,denali_star_out_2026-06-19,08:15,75,north,"Denali Star, Anchorage -> Fairbanks"
K205,2026-06-19T17:53:00,120,glacier_discovery_out_2026-06-19,09:45,8,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
R1796,2026-06-19T17:53:00,120,glacier_discovery_out_2026-06-19,09:45,8,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
K208,2026-06-19T17:54:00,120,glacier_discovery_out_2026-06-19,09:45,9,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
R6C15,2026-06-19T17:54:00,120,glacier_discovery_out_2026-06-19,09:45,9,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
R8F48,2026-06-19T17:54:00,120,glacier_discovery_out_2026-06-19,09:45,9,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
S909E,2026-06-19T17:54:00,120,glacier_discovery_out_2026-06-19,09:45,9,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
K222,2026-06-19T18:15:00,120,glacier_discovery_out_2026-06-19,09:45,30,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
MS01,2026-06-20T02:15:00,120,denali_star_back_2026-06-19,20:00,-105,north_arrival,"Denali Star, Fairbanks -> Anchorage"
K217,2026-06-20T03:20:00,120,denali_star_back_2026-06-19,20:00,-40,north_arrival,"Denali Star, Fairbanks -> Anchorage"
K223,2026-06-20T03:57:00,120,denali_star_back_2026-06-19,20:00,-3,north_arrival,"Denali Star, Fairbanks -> Anchorage"
K222,2026-06-20T04:45:00,120,glacier_discovery_back_2026-06-19,21:15,-30,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
K208,2026-06-20T05:06:00,120,glacier_discovery_back_2026-06-19,21:15,-9,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
R6C15,2026-06-20T05:06:00,120,glacier_discovery_back_2026-06-19,21:15,-9,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
R8F48,2026-06-20T05:06:00,120,glacier_discovery_back_2026-06-19,21:15,-9,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
S909E,2026-06-20T05:06:00,120,glacier_discovery_back_2026-06-19,21:15,-9,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
K205,2026-06-20T05:07:00,120,glacier_discovery_back_2026-06-19,21:15,-8,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
R1796,2026-06-20T05:07:00,120,glacier_discovery_back_2026-06-19,21:15,-8,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
K222,2026-06-20T05:45:00,120,coastal_classic_back_2026-06-19,22:15,-30,south_arrival,"Coastal Classic, Seward -> Anchorage"
K208,2026-06-20T06:06:00,120,coastal_classic_back_2026-06-19,22:15,-9,south_arrival,"Coastal Classic, Seward -> Anchorage"
R6C15,2026-06-20T06:06:00,120,coastal_classic_back_2026-06-19,22:15,-9,south_arrival,"Coastal Classic, Seward -> Anchorage"
R8F48,2026-06-20T06:06:00,120,coastal_classic_back_2026-06-19,22:15,-9,south_arrival,"Coastal Classic, Seward -> Anchorage"
S909E,2026-06-20T06:06:00,120,coastal_classic_back_2026-06-19,22:15,-9,south_arrival,"Coastal Classic, Seward -> Anchorage"
K205,2026-06-20T06:07:00,120,coastal_classic_back_2026-06-19,22:15,-8,south_arrival,"Coastal Classic, Seward -> Anchorage"
R1796,2026-06-20T06:07:00,120,coastal_classic_back_2026-06-19,22:15,-8,south_arrival,"Coastal Classic, Seward -> Anchorage"
K205,2026-06-20T14:53:00,120,coastal_classic_out_2026-06-20,06:45,8,south,"Coastal Classic, Anchorage -> Seward"
R1796,2026-06-20T14:53:00,120,coastal_classic_out_2026-06-20,06:45,8,south,"Coastal Classic, Anchorage -> Seward"
K208,2026-06-20T14:54:00,120,coastal_classic_out_2026-06-20,06:45,9,south,"Coastal Classic, Anchorage -> Seward"
R6C15,2026-06-20T14:54:00,120,coastal_classic_out_2026-06-20,06:45,9,south,"Coastal Classic, Anchorage -> Seward"
R8F48,2026-06-20T14:54:00,120,coastal_classic_out_2026-06-20,06:45,9,south,"Coastal Classic, Anchorage -> Seward"
S909E,2026-06-20T14:54:00,120,coastal_classic_out_2026-06-20,06:45,9,south,"Coastal Classic, Anchorage -> Seward"
K222,2026-06-20T15:15:00,120,coastal_classic_out_2026-06-20,06:45,30,south,"Coastal Classic, Anchorage -> Seward"
K223,2026-06-20T16:18:00,120,denali_star_out_2026-06-20,08:15,3,north,"Denali Star, Anchorage -> Fairbanks"
K217,2026-06-20T16:50:00,120,denali_star_out_2026-06-20,08:15,35,north,"Denali Star, Anchorage -> Fairbanks"
MS01,2026-06-20T17:30:00,120,denali_star_out_2026-06-20,08:15,75,north,"Denali Star, Anchorage -> Fairbanks"
K205,2026-06-20T17:53:00,120,glacier_discovery_out_2026-06-20,09:45,8,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
R1796,2026-06-20T17:53:00,120,glacier_discovery_out_2026-06-20,09:45,8,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
K208,2026-06-20T17:54:00,120,glacier_discovery_out_2026-06-20,09:45,9,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
R6C15,2026-06-20T17:54:00,120,glacier_discovery_out_2026-06-20,09:45,9,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
R8F48,2026-06-20T17:54:00,120,glacier_discovery_out_2026-06-20,09:45,9,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
S909E,2026-06-20T17:54:00,120,glacier_discovery_out_2026-06-20,09:45,9,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
K222,2026-06-20T18:15:00,120,glacier_discovery_out_2026-06-20,09:45,30,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
MS01,2026-06-21T02:15:00,120,denali_star_back_2026-06-20,20:00,-105,north_arrival,"Denali Star, Fairbanks -> Anchorage"
K217,2026-06-21T03:20:00,120,denali_star_back_2026-06-20,20:00,-40,north_arrival,"Denali Star, Fairbanks -> Anchorage"
K223,2026-06-21T03:57:00,120,denali_star_back_2026-06-20,20:00,-3,north_arrival,"Denali Star, Fairbanks -> Anchorage"
K222,2026-06-21T04:45:00,120,glacier_discovery_back_2026-06-20,21:15,-30,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
K208,2026-06-21T05:06:00,120,glacier_discovery_back_2026-06-20,21:15,-9,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
R6C15,2026-06-21T05:06:00,120,glacier_discovery_back_2026-06-20,21:15,-9,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
R8F48,2026-06-21T05:06:00,120,glacier_discovery_back_2026-06-20,21:15,-9,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
S909E,2026-06-21T05:06:00,120,glacier_discovery_back_2026-06-20,21:15,-9,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
K205,2026-06-21T05:07:00,120,glacier_discovery_back_2026-06-20,21:15,-8,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
R1796,2026-06-21T05:07:00,120,glacier_discovery_back_2026-06-20,21:15,-8,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
K222,2026-06-21T05:45:00,120,coastal_classic_back_2026-06-20,22:15,-30,south_arrival,"Coastal Classic, Seward -> Anchorage"
K208,2026-06-21T06:06:00,120,coastal_classic_back_2026-06-20,22:15,-9,south_arrival,"Coastal Classic, Seward -> Anchorage"
R6C15,2026-06-21T06:06:00,120,coastal_classic_back_2026-06-20,22:15,-9,south_arrival,"Coastal Classic, Seward -> Anchorage"
R8F48,2026-06-21T06:06:00,120,coastal_classic_back_2026-06-20,22:15,-9,south_arrival,"Coastal Classic, Seward -> Anchorage"
S909E,2026-06-21T06:06:00,120,coastal_classic_back_2026-06-20,22:15,-9,south_arrival,"Coastal Classic, Seward -> Anchorage"
K205,2026-06-21T06:07:00,120,coastal_classic_back_2026-06-20,22:15,-8,south_arrival,"Coastal Classic, Seward -> Anchorage"
R1796,2026-06-21T06:07:00,120,coastal_classic_back_2026-06-20,22:15,-8,south_arrival,"Coastal Classic, Seward -> Anchorage"
K205,2026-06-21T14:53:00,120,coastal_classic_out_2026-06-21,06:45,8,south,"Coastal Classic, Anchorage -> Seward"
R1796,2026-06-21T14:53:00,120,coastal_classic_out_2026-06-21,06:45,8,south,"Coastal Classic, Anchorage -> Seward"
K208,2026-06-21T14:54:00,120,coastal_classic_out_2026-06-21,06:45,9,south,"Coastal Classic, Anchorage -> Seward"
R6C15,2026-06-21T14:54:00,120,coastal_classic_out_2026-06-21,06:45,9,south,"Coastal Classic, Anchorage -> Seward"
R8F48,2026-06-21T14:54:00,120,coastal_classic_out_2026-06-21,06:45,9,south,"Coastal Classic, Anchorage -> Seward"
S909E,2026-06-21T14:54:00,120,coastal_classic_out_2026-06-21,06:45,9,south,"Coastal Classic, Anchorage -> Seward"
K222,2026-06-21T15:15:00,120,coastal_classic_out_2026-06-21,06:45,30,south,"Coastal Classic, Anchorage -> Seward"
K223,2026-06-21T16:18:00,120,denali_star_out_2026-06-21,08:15,3,north,"Denali Star, Anchorage -> Fairbanks"
K217,2026-06-21T16:50:00,120,denali_star_out_2026-06-21,08:15,35,north,"Denali Star, Anchorage -> Fairbanks"
MS01,2026-06-21T17:30:00,120,denali_star_out_2026-06-21,08:15,75,north,"Denali Star, Anchorage -> Fairbanks"
K205,2026-06-21T17:53:00,120,glacier_discovery_out_2026-06-21,09:45,8,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
R1796,2026-06-21T17:53:00,120,glacier_discovery_out_2026-06-21,09:45,8,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
K208,2026-06-21T17:54:00,120,glacier_discovery_out_2026-06-21,09:45,9,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
R6C15,2026-06-21T17:54:00,120,glacier_discovery_out_2026-06-21,09:45,9,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
R8F48,2026-06-21T17:54:00,120,glacier_discovery_out_2026-06-21,09:45,9,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
S909E,2026-06-21T17:54:00,120,glacier_discovery_out_2026-06-21,09:45,9,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
K222,2026-06-21T18:15:00,120,glacier_discovery_out_2026-06-21,09:45,30,south,"Glacier Discovery, Anchorage -> Whittier / Spencer"
MS01,2026-06-22T02:15:00,120,denali_star_back_2026-06-21,20:00,-105,north_arrival,"Denali Star, Fairbanks -> Anchorage"
K217,2026-06-22T03:20:00,120,denali_star_back_2026-06-21,20:00,-40,north_arrival,"Denali Star, Fairbanks -> Anchorage"
K223,2026-06-22T03:57:00,120,denali_star_back_2026-06-21,20:00,-3,north_arrival,"Denali Star, Fairbanks -> Anchorage"
K222,2026-06-22T04:45:00,120,glacier_discovery_back_2026-06-21,21:15,-30,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
K208,2026-06-22T05:06:00,120,glacier_discovery_back_2026-06-21,21:15,-9,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
R6C15,2026-06-22T05:06:00,120,glacier_discovery_back_2026-06-21,21:15,-9,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
R8F48,2026-06-22T05:06:00,120,glacier_discovery_back_2026-06-21,21:15,-9,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
S909E,2026-06-22T05:06:00,120,glacier_discovery_back_2026-06-21,21:15,-9,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
K205,2026-06-22T05:07:00,120,glacier_discovery_back_2026-06-21,21:15,-8,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
R1796,2026-06-22T05:07:00,120,glacier_discovery_back_2026-06-21,21:15,-8,south_arrival,"Glacier Discovery, Whittier -> Anchorage"
K222,2026-06-22T05:45:00,120,coastal_classic_back_2026-06-21,22:15,-30,south_arrival,"Coastal Classic, Seward -> Anchorage"
K208,2026-06-22T06:06:00,120,coastal_classic_back_2026-06-21,22:15,-9,south_arrival,"Coastal Classic, Seward -> Anchorage"
R6C15,2026-06-22T06:06:00,120,coastal_classic_back_2026-06-21,22:15,-9,south_arrival,"Coastal Classic, Seward -> Anchorage"
R8F48,2026-06-22T06:06:00,120,coastal_classic_back_2026-06-21,22:15,-9,south_arrival,"Coastal Classic, Seward -> Anchorage"
S909E,2026-06-22T06:06:00,120,coastal_classic_back_2026-06-21,22:15,-9,south_arrival,"Coastal Classic, Seward -> Anchorage"
K205,2026-06-22T06:07:00,120,coastal_classic_back_2026-06-21,22:15,-8,south_arrival,"Coastal Classic, Seward -> Anchorage"
R1796,2026-06-22T06:07:00,120,coastal_classic_back_2026-06-21,22:15,-8,south_arrival,"Coastal Classic, Seward -> Anchorage"
K205,2026-06-22T14:53:00,120,coastal_classic_out_2026-06-22,06:45,8,south,"Coastal Classic, Anchorage -> Seward"
R1796,2026-06-22T14:53:00,120,coastal_classic_out_2026-06-22,06:45,8,south,"Coastal Classic, Anchorage -> Seward"
K208,2026-06-22T14:54:00,120,coastal_classic_out_2026-06-22,06:45,9,south,"Coastal Classic, Anchorage -> Seward"
R6C15,2026-06-22T14:54:00,120,coastal_classic_out_2026-06-22,06:45,9,south,"Coastal Classic, Anchorage -> Seward"
R8F48,2026-06-22T14:54:00,120,coastal_classic_out_2026-06-22,06:45,9,south,"Coastal Classic, Anchorage -> Seward"
