window_id,event_id,network,station,location,channel,latitude,longitude,start_time,end_time,sampling_rate,native_sampling_rate,window_len_sec,p_offset_sec,window_type,label,label_name,label_method,source,bandpass_hz,rms,peak,rms_band,peak_band,band_ratio,stalta_band_max,kurtosis_band,reviewed,review_label,day_night_ratio,night_rms_ref,burst_ratio
134,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:27:59.996000Z,2026-09-09T11:28:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,203.3641529657331,1069.28572881076,170.84770850086502,926.2508163041613,0.7057802675489249,3.5248292145882125,0.6070847314963941,,,5.15,266.39065574664994,3.4770394393453103
135,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:28:59.996000Z,2026-09-09T11:29:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,277.2090803898511,2986.287614081191,257.3081014158701,2847.669470200286,0.8615728726205055,5.351147751385082,17.64794418751042,,,5.15,266.39065574664994,10.689824919792057
136,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:29:59.996000Z,2026-09-09T11:30:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,232.32165386340557,1097.2878029091528,202.23222883783902,1091.6064303123003,0.7577419918114909,2.378673370474632,0.9304555597293689,,,5.15,266.39065574664994,4.09776546873502
137,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:30:59.996000Z,2026-09-09T11:31:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,424.83205404439207,4074.710782573797,402.95530501640206,4004.085082481676,0.8996616349796804,4.167246009290946,10.746632251787009,,,5.15,266.39065574664994,15.030876632135888
138,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:31:59.996000Z,2026-09-09T11:32:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,305.26547637098065,2780.290857634043,282.4387759321735,2469.739367963508,0.8560384246606701,5.244910196473995,8.127890003642262,,,5.15,266.39065574664994,9.271118617284934
139,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:32:59.996000Z,2026-09-09T11:33:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,237.25674102757694,1471.2920509741136,202.4290318337715,1359.2513880231877,0.7279616065322139,4.346535528146812,2.0331858954997823,,,5.15,266.39065574664994,5.102473974597292
140,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:34:59.996000Z,2026-09-09T11:35:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,249.80520904694163,1743.2939251480796,220.07865161088046,1755.762814102772,0.7761628511242512,5.35546700544351,5.741028460145177,,,5.15,266.39065574664994,6.590932437857674
141,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:35:59.996000Z,2026-09-09T11:36:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,256.8926122960551,2050.295063193907,231.99453389037268,1811.5551219734425,0.8155531600166996,4.504647378589347,5.803824206841762,,,5.15,266.39065574664994,6.800370369208133
142,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:36:59.996000Z,2026-09-09T11:37:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,298.4956994164223,2440.296164753055,274.1338857253884,2656.7533590838048,0.8434304717502955,5.941655687713991,8.349269226353028,,,5.15,266.39065574664994,9.97314771284809
143,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:37:59.996000Z,2026-09-09T11:38:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,322.2600898656019,3323.7031198071295,299.7996728377649,3457.368714419511,0.865464505839931,5.744888048450778,20.358636260468305,,,5.15,266.39065574664994,12.978566026383566
144,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:39:59.996000Z,2026-09-09T11:40:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,327.56050641620686,4318.699861020147,301.4874032668111,4716.7831005857915,0.8471401677753915,7.647958261362232,45.651706151737706,,,5.15,266.39065574664994,17.706263334820854
145,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:40:59.996000Z,2026-09-09T11:41:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,356.09500079500623,2873.6987705574634,333.3228872226987,2646.6151163072773,0.8761904527564193,5.3598480951156935,5.288434009272045,,,5.15,266.39065574664994,9.935089911052785
146,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:42:59.996000Z,2026-09-09T11:43:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,217.8476735251537,1312.3025542474945,186.05935406047266,1260.7606817089438,0.7294527487739397,1.7167151267800436,2.218915031483159,,,5.15,266.39065574664994,4.732751147652817
147,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:43:59.996000Z,2026-09-09T11:44:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,329.69013578669217,4012.695666556751,307.90148454214966,3817.3115229753257,0.8721911164043767,7.210361654697355,25.742948860938416,,,5.15,266.39065574664994,14.329750089304065
148,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:44:59.996000Z,2026-09-09T11:45:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,378.71772157528073,2189.3057165516634,342.9080065523891,1978.1804316577272,0.819830357017857,4.901223724624931,3.2864812231886535,,,5.15,266.39065574664994,7.425862690690885
149,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:45:59.996000Z,2026-09-09T11:46:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,230.33982619315864,1697.306602576101,201.45512070550387,1779.1001597588197,0.7649244667970606,5.362606030423953,6.2932464894677835,,,5.15,266.39065574664994,6.678538159577293
150,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:46:59.996000Z,2026-09-09T11:47:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,304.6032821897039,3662.3076717862364,281.1606820536742,3527.000414846601,0.8520008322762108,6.572306707911352,15.117541532840267,,,5.15,266.39065574664994,13.239955451744315
151,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:47:59.996000Z,2026-09-09T11:48:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,322.08059714501314,1959.3084165658559,291.2671440399216,1766.253540890266,0.81781273555617,4.702573485381455,2.9566592673869545,,,5.15,266.39065574664994,6.630313424244341
152,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:48:59.996000Z,2026-09-09T11:49:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,251.80041978726868,1369.690748190135,218.07800238802304,1329.5371099127942,0.7500855879553365,3.2218827055226864,1.944045863105731,,,5.15,266.39065574664994,4.990929979080222
153,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:49:59.996000Z,2026-09-09T11:50:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,324.05135322283047,2445.3106712168824,304.06995272138124,2391.1076677685614,0.8804796734700846,4.386730162003147,5.186461846732733,,,5.15,266.39065574664994,8.975944223969393
154,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:50:59.996000Z,2026-09-09T11:51:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,235.20042024594582,1982.6884087169844,208.5015971111895,2027.6429593688115,0.785855297687752,3.1506287320038724,5.505467310694485,,,5.15,266.39065574664994,7.611539352555952
155,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:51:59.996000Z,2026-09-09T11:52:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,277.02048366331064,2391.6866180486127,251.13569802121023,2244.4797496657866,0.8218510882605407,3.483421854871171,4.6121299859943,,,5.15,266.39065574664994,8.425519819285224
156,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:53:59.996000Z,2026-09-09T11:54:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,494.69864587522613,4880.314983791796,477.62271641187874,4646.76323576946,0.9321557983241995,4.894942059993693,12.560031131706307,,,5.15,266.39065574664994,17.443416784816772
157,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:55:59.996000Z,2026-09-09T11:56:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,421.7065985848356,3127.3178013532756,398.88323546391337,2814.820249049897,0.8946862738278725,5.525601964536005,5.992170977865964,,,5.15,266.39065574664994,10.566512707288515
158,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:56:59.996000Z,2026-09-09T11:57:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,212.46988028255808,783.319309343927,177.60052181699112,641.1666211863642,0.6987048028142219,1.8353552714744432,-0.11735581912717263,,,5.15,266.39065574664994,2.406866034355739
159,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:57:59.996000Z,2026-09-09T11:58:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,237.98917193791434,1517.320039077492,213.43242664065855,1522.593400881623,0.8042784059219217,4.81992732176205,2.807185261318102,,,5.15,266.39065574664994,5.715641175979089
160,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:58:59.996000Z,2026-09-09T11:59:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,231.50054474137204,1880.3207056176373,200.10764177724548,1766.3073826070176,0.7471766878246321,5.039620958708044,7.1850974914222,,,5.15,266.39065574664994,6.630515539880119
161,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T11:59:59.996000Z,2026-09-09T12:00:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,355.05056682661694,3551.3227270548464,328.5920017095555,3255.599079634717,0.8565122040346326,4.550736649237606,13.9487353680749,,,5.15,266.39065574664994,12.22114593512974
162,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:00:59.996000Z,2026-09-09T12:01:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,258.6244565827283,1666.322794762081,225.8938089327226,1761.476537554889,0.7629032666328921,2.730534484687675,3.4095147881202275,,,5.15,266.39065574664994,6.6123811010478395
163,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:01:59.996000Z,2026-09-09T12:02:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,383.4841999748627,3074.6759351629757,358.54861239112046,2896.1056053954126,0.8741805547320576,4.905132445685134,7.412558087042234,,,5.15,266.39065574664994,10.871648621751003
164,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:02:59.996000Z,2026-09-09T12:03:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,279.87603705103436,2245.6748031355733,255.11028788282223,1990.3199692754995,0.8308536154605874,4.425352415527338,6.092756504020052,,,5.15,266.39065574664994,7.471433124022141
165,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:03:59.996000Z,2026-09-09T12:04:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,294.3054780516993,3721.326953491103,266.19479748389875,3962.7418423040226,0.818092544628358,7.126286604199951,41.73856481149483,,,5.15,266.39065574664994,14.87567884540506
166,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:04:59.996000Z,2026-09-09T12:05:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,238.29935233755677,1316.6718672744998,211.34622872019216,1323.0346884924293,0.7865806912904848,4.359876995920094,2.277618997253854,,,5.15,266.39065574664994,4.966520634082216
167,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:05:59.996000Z,2026-09-09T12:06:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,286.12390077544126,3729.6712295099337,259.6013695608676,3714.7603315810834,0.8232006111495582,7.58925105527509,38.09176778564931,,,5.15,266.39065574664994,13.9447846665988
168,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:06:59.996000Z,2026-09-09T12:07:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,397.83844098138184,3052.669385051921,335.7173327004823,2907.5369557261247,0.7120886100182513,4.842624293628144,7.079335759249796,,,5.15,266.39065574664994,10.914560601147096
169,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:07:59.996000Z,2026-09-09T12:08:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,318.7439186814989,1888.6683101995175,264.4190993180006,1689.8205043054782,0.6881796529602838,4.747135443112654,2.6202569272606135,,,5.15,266.39065574664994,6.343392562209753
170,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:08:59.996000Z,2026-09-09T12:09:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,339.1736842905683,2192.332753744498,294.31280578071676,1814.5897877984407,0.7529636661310078,3.638072683957321,3.865055644228339,,,5.15,266.39065574664994,6.811762157018755
171,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:09:59.996000Z,2026-09-09T12:10:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,364.31878351688,2899.333610241059,309.31051267020194,2928.9958552334356,0.7208190160886885,4.6628585668431635,6.501014934346497,,,5.15,266.39065574664994,10.995114851247067
172,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:10:59.996000Z,2026-09-09T12:11:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,255.06681527881818,1686.6649276587511,215.2225075492225,1657.9516982140065,0.7119794435022372,3.8308319856704576,2.9541945749157748,,,5.15,266.39065574664994,6.223760715506465
173,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:12:59.996000Z,2026-09-09T12:13:59.996000Z,100.0,100.0,60.0,,traffic,1,Traffic,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,AM,2.0-20.0,636.527376218003,7498.336739255837,576.641977963964,7223.5927819798035,0.8206884769179145,6.429934402775944,22.399284272938505,,,5.15,266.39065574664994,27.11653966139781
174,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:13:59.996000Z,2026-09-09T12:14:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,540.8084638258925,2766.6622940352668,453.6580570205137,2543.054705594539,0.7036720435733075,4.074795105168909,0.8850442705138568,,,5.15,266.39065574664994,9.54633599465705
175,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:14:59.996000Z,2026-09-09T12:15:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,469.2833976876612,4471.339642767894,436.22981085489533,4574.021365557819,0.8640926314246773,6.074067999670074,13.233562775015866,,,5.15,266.39065574664994,17.170352138432097
176,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:15:59.996000Z,2026-09-09T12:16:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,290.48731888468757,2757.6594508954936,264.20957417212264,2526.1417421725437,0.8272613718759206,5.9313073578883735,9.118673083803074,,,5.15,266.39065574664994,9.482846667771348
177,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:16:59.996000Z,2026-09-09T12:17:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,507.46725055794593,4861.341299150242,444.6124995026814,5243.787532724797,0.7676217919926416,5.938756655669257,17.697649624339476,,,5.15,266.39065574664994,19.68457759160999
178,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:17:59.996000Z,2026-09-09T12:18:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,431.0435419987459,3951.3423623419562,408.2532783363332,4321.797068075243,0.8970508792424697,6.6940879437850995,12.356178892616304,,,5.15,266.39065574664994,16.22353102424687
179,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:18:59.996000Z,2026-09-09T12:19:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,407.1630408170545,3416.6565037498826,363.01668343201044,3345.118816192615,0.7949072739450601,7.066843443452759,11.597438241063204,,,5.15,266.39065574664994,12.557192769456526
180,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:19:59.996000Z,2026-09-09T12:20:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,430.80561907171216,2645.6549397126823,400.77657102340555,2755.5120426211424,0.8654498996898213,5.614441230296899,5.549702265268927,,,5.15,266.39065574664994,10.343876495584606
181,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:20:59.996000Z,2026-09-09T12:21:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,361.20971535967703,3119.654473849269,331.8917015615493,3096.1354046312335,0.8442555835687219,6.193217671329419,8.06961527133523,,,5.15,266.39065574664994,11.622537569695403
182,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:21:59.996000Z,2026-09-09T12:22:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,358.9246443504461,2485.346580690964,325.6777399386909,2549.949056968583,0.8233217598683689,4.3974740884187105,6.744467438548506,,,5.15,266.39065574664994,9.572216599795846
183,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:22:59.996000Z,2026-09-09T12:23:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,382.6904296538629,2801.3480847320257,321.0710921811681,2748.2375608231023,0.7038939099966829,3.898744131844169,4.8915483704431315,,,5.15,266.39065574664994,10.31656892438752
184,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:23:59.996000Z,2026-09-09T12:24:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,267.53327459555845,1335.3487965984034,209.2061800033969,1393.1163180695385,0.6114957014092569,2.775350609045714,0.9088351782165542,,,5.15,266.39065574664994,5.229599041921567
185,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:24:59.996000Z,2026-09-09T12:25:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,273.51864825539775,2301.6491650375815,238.66623751011755,1934.703953002082,0.7613916160865379,4.2207407744807215,4.784537852635081,,,5.15,266.39065574664994,7.262656971129185
186,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:26:59.996000Z,2026-09-09T12:27:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,398.2283148171837,2773.6473299833547,363.36087943720645,2767.8423760593396,0.83255333346175,4.721249464024061,3.8747427021801855,,,5.15,266.39065574664994,10.39016315456533
187,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:27:59.996000Z,2026-09-09T12:28:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,447.02766421769644,5093.645712532666,410.28381660397173,5026.337731892539,0.8423643395799614,6.796800627212858,20.67228546971977,,,5.15,266.39065574664994,18.868295953566864
188,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:28:59.996000Z,2026-09-09T12:29:59.996000Z,100.0,100.0,60.0,,traffic,1,Traffic,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,AM,2.0-20.0,1324.4454075556826,16791.64477121398,1153.1075920332842,14865.677217909591,0.758004073474086,7.925173548409873,31.59195523354309,,,5.15,266.39065574664994,55.80404904309989
189,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:29:59.996000Z,2026-09-09T12:30:59.996000Z,100.0,100.0,60.0,,traffic,1,Traffic,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,AM,2.0-20.0,1482.0770846996718,16138.355936326656,1453.0380027135548,15595.05734589944,0.9611968991205795,7.58660960683318,20.696338510051355,,,5.15,266.39065574664994,58.542058474945435
190,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:30:59.996000Z,2026-09-09T12:31:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,320.7204827213081,3879.643130818064,289.14043543659216,3571.5243861556464,0.8127636417965202,5.601625335419632,12.879902209316588,,,5.15,266.39065574664994,13.407093338710553
191,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:31:59.996000Z,2026-09-09T12:32:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,294.302933552064,1678.358102205971,264.15925086148155,1778.7700828336215,0.8056426817265625,3.8749827517935924,3.1969889335173196,,,5.15,266.39065574664994,6.677299088618617
192,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:32:59.996000Z,2026-09-09T12:33:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,271.9042511051386,1379.6401212313347,233.79776750382644,1381.9702956311748,0.7393476969329755,2.854184293461568,1.442909287585242,,,5.15,266.39065574664994,5.187758150741946
193,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:33:59.996000Z,2026-09-09T12:34:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,313.205617955445,2761.3609402677007,277.44839194473934,2612.94834063525,0.7847030440262965,5.8888491204390325,11.044955993188703,,,5.15,266.39065574664994,9.80870869254621
194,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:35:59.996000Z,2026-09-09T12:36:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,362.5575443972759,3384.6366218955795,330.3552377418258,3537.7990912187797,0.8302492660268774,5.96381963689943,12.675135932444773,,,5.15,266.39065574664994,13.280492445588607
195,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:37:59.996000Z,2026-09-09T12:38:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,290.8661746212273,1779.6344712503912,240.67804976887453,1710.6013456304554,0.6846782452017479,4.4855839281959495,2.7042681166940614,,,5.15,266.39065574664994,6.421401459581667
196,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:39:59.996000Z,2026-09-09T12:40:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,776.6690080395775,4278.6327941797235,532.6502589601172,3695.257780257347,0.47034045385632367,4.080543627226282,4.346810453902565,,,5.15,266.39065574664994,13.871574323431641
197,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:40:59.996000Z,2026-09-09T12:41:59.996000Z,100.0,100.0,60.0,,traffic,1,Traffic,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,AM,2.0-20.0,1112.3819486126374,17501.631617578387,1029.4140717539572,16676.444329184935,0.8563914759768128,7.498673910534565,59.102686065349225,,,5.15,266.39065574664994,62.60146131043357
198,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:41:59.996000Z,2026-09-09T12:42:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,374.05584967822244,3781.36926957451,344.0813315024756,3801.144325687286,0.8461538183832774,6.867297112057962,11.969523685572726,,,5.15,266.39065574664994,14.269060283039181
199,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T12:42:59.996000Z,2026-09-09T12:43:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,464.1270562663539,4773.629512259434,430.21784599514353,4745.660938263007,0.8592174139341907,6.094449785339316,13.167599225861618,,,5.15,266.39065574664994,17.81466742878682
